#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2E8C4
#Date Time: 2024-03-09 19:22:30.254
#Trace: Trace 3
#Start: 0 Hz
#Stop: 22050 Hz
#BINs: 220501
#Rate: 44100 Hz
#Samples: 441000
#Channel: Hold
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.64944 V
#Offset: -0.000314816 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.57613 V
#Offset: -0.000136948 V
#Attenuation: 1 X
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Lydsignal_62.wav
#Frequency: 44.1 kHz
#Period: 22.675737 us
#Amplitude: 1 V
#Offset: 0 V

Frequency (Hz),Trace 3 (dBV),Phase (deg)
79.3765289614899,-65.64449430475726,3.285965851785365
80.14717487373737,-69.31762886105143,82.97487199430154
80.91782078598484,-77.71364325731305,173.685278704161
81.68846669823232,-69.42358505953467,151.3931963442858
82.45911261047979,-70.6101984791308,65.87932141878922
83.22975852272727,-73.82972404226751,168.656971389175
84.00040443497474,-65.64056025573053,112.4632327219864
84.77105034722221,-69.62758924512856,15.14447557103585
85.54169625946969,-64.05784503763785,72.98962258479725
86.31234217171716,-69.70693872839358,150.8554467882433
87.08298808396464,-70.55906986086188,30.14305422420474
87.85363399621211,-62.70703184802609,142.5618056007044
88.62427990845958,-62.11836153189133,145.0074579264861
89.39492582070706,-70.04527389880958,27.67048605533313
90.16557173295453,-64.91241266619441,86.30778128085628
90.93621764520202,-66.20903128966749,97.16682418351763
91.70686355744949,-79.85209925654746,42.39885834746084
92.47750946969697,-67.3989672558845,130.7422225005953
93.24815538194444,-66.61247470895331,103.9819487305443
94.01880129419192,-75.51468799850775,33.74365805958502
94.78944720643939,-71.94230690544201,49.8184314744604
95.56009311868686,-77.3481256115291,100.0493701600291
96.33073903093434,-63.12712557774898,71.72176136628106
97.10138494318181,-73.39051065806723,94.62919128916846
97.87203085542929,-61.64585089910084,118.3423531364247
98.64267676767676,-70.47109039775546,142.0231661016222
99.41332267992424,-62.64805316264584,76.0072967931287
100.1839685921717,-67.02367061892909,72.96874331308311
100.9546145044192,-67.26874845678149,137.7815050692083
101.7252604166667,-54.5710593799977,75.94168773738667
102.4959063289141,-60.29898900460726,174.3791549484954
103.2665522411616,-72.54491125504272,62.81732547373232
104.0371981534091,-66.38656641622489,149.2453335344152
104.8078440656566,-68.20929977897026,155.570294067853
105.578489977904,-73.95949762185433,77.31630870181755
106.3491358901515,-59.56910401031838,44.35260004822783
107.119781802399,-79.16964189804946,100.1137087894411
107.8904277146465,-58.63695914623008,135.1115975503461
108.6610736268939,-67.49253433311446,19.30200932958908
109.4317195391414,-71.57247092958522,120.9092824029983
110.2023654513889,-67.51279864251617,91.92327464427996
110.9730113636364,-69.4102898818809,124.8969649169098
111.7436572758838,-70.80923856683731,98.53509113370876
112.5143031881313,-67.71410630539013,14.10464438909147
113.2849491003788,-61.6198078938947,125.2996665342745
114.0555950126263,-63.59288648536651,68.90953159376267
114.8262409248737,-59.10536873220288,129.8217342489941
115.5968868371212,-69.16245599028858,8.700805916239863
116.3675327493687,-67.34146087250576,138.0709630753055
117.1381786616162,-70.43961378939801,104.0213217146269
117.9088245738636,-67.71859098066803,159.1546901881824
118.6794704861111,-70.73535939450014,157.1045350458989
119.4501163983586,-60.76682270591769,61.78502854899349
120.220762310606,-70.71927257037761,96.85985079928207
120.9914082228535,-65.25350926105774,48.94397601292033
121.762054135101,-64.5289724065819,167.0545297384869
122.5327000473485,-62.01543380634001,74.90740600679618
123.303345959596,-58.14758324265496,164.8415869858468
124.0739918718434,-66.82389722438982,3.191851659475544
124.8446377840909,-59.68545641522208,118.0808901937189
125.6152836963384,-59.13687185289872,106.7153328867434
126.3859296085859,-76.06103957345118,106.1292834000676
127.1565755208333,-58.85194514662678,147.1528594847159
127.9272214330808,-64.48411266002519,100.517346540093
128.6978673453283,-77.22729545868476,126.8728491414789
129.4685132575758,-56.36904882947356,151.7686604652396
130.2391591698232,-57.50946011178322,4.581633309391932
131.0098050820707,-58.13057505704337,5.257468524309632
131.7804509943182,-53.47164859659934,163.8407390546637
132.5510969065656,-56.53849903747058,24.23095740332174
133.3217428188131,-48.81336663661063,109.223281566856
134.0923887310606,-51.46524959008218,42.1962950079955
134.8630346433081,-46.31674376943994,151.3812164358035
135.6336805555555,-55.33586591878944,169.9794096713771
136.404326467803,-44.88333986293996,114.0346484757851
137.1749723800505,-50.90497807127398,41.40890651210764
137.945618292298,-43.93973664321727,152.5399722962901
138.7162642045454,-49.60774951674072,109.3245316474941
139.4869101167929,-39.80275348962633,136.8241806248165
140.2575560290404,-50.01922382490403,32.77930778810503
141.0282019412879,-44.70288793684249,113.8731666760589
141.7988478535353,-57.21983857155415,10.76644157628912
142.5694937657828,-44.76446504816987,163.629144045558
143.3401396780303,-49.98716067525823,106.0743915815795
144.1107855902778,-43.78185279606385,139.8505048053199
144.8814315025252,-54.52591002550668,122.3189312653622
145.6520774147727,-49.09665559089068,142.446394675692
146.4227233270202,-58.66324401645349,132.0557386289601
147.1933692392677,-54.56109703241347,146.8645170313857
147.9640151515151,-55.69682817213281,7.253382411271136
148.7346610637626,-86.39088892622189,176.3480436334202
149.5053069760101,-57.26714051367676,132.6121971171843
150.2759528882576,-64.65973106443596,66.37490755636716
151.0465988005051,-74.64706905365698,121.3620058860163
151.8172447127525,-62.19793262326172,39.0344121876138
152.587890625,-67.30755605111678,67.36531289844957
153.3585365372475,-62.85120445818528,17.32987192386098
154.1291824494949,-61.17149403083839,156.9898172234311
154.8998283617424,-83.36730196934167,20.52281890600634
155.6704742739899,-58.217936994372,104.3797936687142
156.4411201862374,-66.96891639509381,120.9306180086958
157.2117660984848,-66.30853710137653,169.6880771661399
157.9824120107323,-67.82922085609701,127.6995981929337
158.7530579229798,-64.41416451152551,136.6327060957479
159.5237038352273,-60.08657425205296,19.33781612003485
160.2943497474747,-61.96838923695415,152.3213097390552
161.0649956597222,-89.87606198149443,6.645919263536171
161.8356415719697,-81.48071429285358,55.18698225501544
162.6062874842171,-61.211834075556,69.02779110354359
163.3769333964646,-63.64225753639829,157.9609058227981
164.1475793087121,-69.95414127242255,100.5186846738069
164.9182252209596,-67.10417855611907,69.467845319681
165.6888711332071,-57.94276355115415,154.8376928380239
166.4595170454545,-71.18655833210471,75.07363436636577
167.230162957702,-64.72063869248518,172.7203060903271
168.0008088699495,-68.0134704223816,152.4455667754265
168.771454782197,-64.0893831444418,2.31333689201101
169.5421006944444,-66.30868979641841,163.6548856910758
170.3127466066919,-64.2497642969922,118.4150824735981
171.0833925189394,-55.47520600506732,21.28809606411146
171.8540384311869,-58.11935134851525,101.2680229972136
172.6246843434343,-65.92784158093058,136.3800035695514
173.3953302556818,-78.33652642790702,108.7147538959837
174.1659761679293,-61.39231250046517,121.0942927829063
174.9366220801768,-59.14918001828367,171.9071198544995
175.7072679924242,-60.49339484191017,69.97320871317302
176.4779139046717,-63.35760400515557,146.3634320220442
177.2485598169192,-62.27796040534833,24.37069661242831
178.0192057291667,-64.30971063614078,125.8581606679043
178.7898516414141,-62.8048461308571,30.87554387597124
179.5604975536616,-68.02446537157358,93.10777919799328
180.3311434659091,-65.99666691541401,45.33525933562214
181.1017893781566,-65.5726653095594,159.6502315323303
181.872435290404,-69.25685074205431,61.06246019935089
182.6430812026515,-67.93737749756487,16.9133934989032
183.413727114899,-69.0882312338653,142.1398572404654
184.1843730271464,-68.39839584604572,70.58722067869783
184.9550189393939,-67.18477218003278,167.5702717099742
185.7256648516414,-72.24695358626361,110.1999336309033
186.4963107638889,-71.89950407641118,53.17642941744186
187.2669566761363,-63.55760444665569,131.3049521001684
188.0376025883838,-67.25308921773303,45.52739480111346
188.8082485006313,-68.34952287906131,176.093852496084
189.5788944128788,-66.2680676703321,0.6087918213756029
190.3495403251262,-63.0340321347954,46.10570829824881
191.1201862373737,-69.36967680937062,162.4893562282707
191.8908321496212,-67.4565977679208,38.36358068734882
192.6614780618687,-66.86778389555995,22.587421648365
193.4321239741161,-66.34961683703726,65.39408090567629
194.2027698863636,-66.99027540852273,4.144965223778699
194.9734157986111,-74.81365965934843,55.89004759152123
195.7440617108586,-64.14047443570102,142.2278776643391
196.514707623106,-66.33549402161816,28.48998639067807
197.2853535353535,-67.40145187569058,124.6566600785009
198.055999447601,-69.90836197203399,27.38117416521212
198.8266453598485,-67.23534849368258,131.347152138011
199.597291272096,-65.78425122998945,64.79849345606243
200.3679371843434,-66.52833071032514,138.7944593043555
201.1385830965909,-59.04507712191357,108.9589454542261
201.9092290088384,-64.42898124855853,116.5453204597636
202.6798749210859,-59.91099255749706,154.1781928722851
203.4505208333333,-68.09993423415436,156.9940544402106
204.2211667455808,-62.00365659236239,48.81982743735517
204.9918126578283,-63.65051521159163,165.656789605962
205.7624585700758,-62.67350404189073,52.15804447735649
206.5331044823232,-58.59858557996995,166.8123606890476
207.3037503945707,-76.78640629443908,76.4133007247231
208.0743963068182,-61.4051016699328,38.92271148587113
208.8450422190656,-61.31246483401597,163.1845180301575
209.6156881313131,-65.49515590167603,166.6172521189663
210.3863340435606,-68.78527251491705,78.94765893172246
211.1569799558081,-62.24714233212174,142.7610002430979
211.9276258680555,-59.13367061352091,33.07398677899521
212.698271780303,-68.20829331414582,52.72129081326437
213.4689176925505,-67.52739293504854,36.89807874178848
214.239563604798,-60.55804744832892,160.9127043180096
215.0102095170454,-63.02057224070751,100.6625610516185
215.7808554292929,-91.53027338928271,103.6545409367821
216.5515013415404,-64.38262294151349,148.7996978282423
217.3221472537879,-62.2958353702746,59.79027923643883
218.0927931660353,-60.66059663570825,5.019306896439015
218.8634390782828,-61.88919157029019,94.59455896533571
219.6340849905303,-66.78621495942113,1.472496522455617
220.4047309027778,-69.05250018580948,119.7381651576417
221.1753768150252,-70.85749965546944,140.1428052532757
221.9460227272727,-61.02194835837725,44.25425836336891
222.7166686395202,-57.84047793804525,127.3661552199845
223.4873145517677,-60.19931381686252,28.50847490191231
224.2579604640151,-69.15534338468854,16.183654679097
225.0286063762626,-66.2059150472419,32.82976244361264
225.7992522885101,-63.61941264562673,3.425034011346105
226.5698982007576,-60.47324093306479,134.834101306936
227.340544113005,-63.92027256647815,116.437452804787
228.1111900252525,-61.44490576225616,175.4958514011496
228.8818359375,-58.05719203775219,80.64761466941827
229.6524818497475,-61.26417678566229,37.00300747036925
230.4231277619949,-59.25695051607289,16.09115168005405
231.1937736742424,-78.74842131191689,23.1181410369906
231.9644195864899,-61.56498660089618,145.0077946561765
232.7350654987374,-61.56870642774408,72.93474714823313
233.5057114109848,-58.31254359726876,87.02185715570127
234.2763573232323,-57.63746718251095,151.0984260911329
235.0470032354798,-62.11602461694918,71.56301736493293
235.8176491477273,-56.8083069167557,4.540537217065472
236.5882950599747,-58.0292121692778,138.0807263290536
237.3589409722222,-59.29811191505149,100.6853952206311
238.1295868844697,-61.80887014405709,150.3654644970585
238.9002327967171,-62.69637615250367,50.52573972634255
239.6708787089646,-58.39357537266127,11.17915232158949
240.4415246212121,-56.01422048034902,150.5573510276374
241.2121705334596,-57.47631099973948,53.50786741751673
241.982816445707,-56.43863603905772,133.8922650182855
242.7534623579545,-57.96128205729624,126.2030988609108
243.524108270202,-51.58380006772278,24.7779079381985
244.2947541824495,-59.58749465558945,129.9316331100133
245.0654000946969,-60.1219848060027,129.3972342226901
245.8360460069444,-55.9245341525213,11.23401994266985
246.6066919191919,-54.0535662429734,144.7348170908897
247.3773378314394,-59.97649773239901,146.5295654037416
248.1479837436869,-60.64989841520205,129.2211657404587
248.9186296559343,-55.72139893953289,62.98568126994278
249.6892755681818,-71.6881526695812,125.417085796811
250.4599214804293,-56.48859711461767,96.801045271338
251.2305673926768,-54.40461231060701,119.1355920427194
252.0012133049242,-63.24768176544094,179.6473997178879
252.7718592171717,-47.01781855270198,49.18358695533639
253.5425051294192,-52.13913980341328,123.2152904818576
254.3131510416667,-51.26587051434505,77.29145159701372
255.0837969539141,-59.44256812552983,43.54918346496019
255.8544428661616,-46.1549692075147,179.4005495240052
256.6250887784091,-46.77780447134414,112.406175464499
257.3957346906565,-47.61341702992826,49.76270849478917
258.166380602904,-52.7369118163323,168.1830685203928
258.9370265151515,-56.02937922617328,43.19543343615567
259.707672427399,-60.34176636519318,46.36822772053039
260.4783183396464,-52.43106371465628,22.47184622979044
261.2489642518939,-56.4716556465772,98.16935640336821
262.0196101641414,-52.43534385960719,147.5689178915704
262.7902560763889,-51.7003588890062,64.30944084137219
263.5609019886364,-49.1599466629937,9.30991144981974
264.3315479008838,-55.58496922151363,40.41514556315145
265.1021938131313,-57.85389890135369,35.31411642598854
265.8728397253788,-59.70819356343867,162.4861881317396
266.6434856376263,-52.3703244832794,128.0159020301239
267.4141315498737,-58.72937158900623,76.44539013870953
268.1847774621212,-58.24162239840902,15.69166098591652
268.9554233743686,-54.8200956603421,83.08904955299674
269.7260692866162,-66.31080119008216,31.19520708808798
270.4967151988636,-55.97695524744449,90.17018873320876
271.2673611111111,-61.10819594048169,139.3447368167868
272.0380070233585,-52.40009521032474,57.33766512853265
272.8086529356061,-59.14847487462269,100.2457669430983
273.5792988478535,-59.05949604697336,50.95293469436479
274.349944760101,-53.15191407181523,76.43871316694359
275.1205906723484,-56.01660359220945,162.9091315641913
275.891236584596,-57.85676291795162,168.7867754126973
276.6618824968434,-52.84469840925843,65.55482385571818
277.4325284090909,-52.40264956035294,30.3913832844133
278.2031743213383,-51.00991820775644,58.99383350317967
278.9738202335859,-51.09479926277065,20.81541338251679
279.7444661458333,-52.15339594584339,1.840169531379932
280.5151120580808,-60.59152342669948,57.9855270528598
281.2857579703283,-56.3531511657592,177.7852404062951
282.0564038825758,-50.70244602005656,66.16791582538978
282.8270497948232,-52.77019959401638,46.99135631094039
283.5976957070707,-52.78277042963096,80.42741142974459
284.3683416193182,-50.52860071457502,51.91066973333709
285.1389875315656,-53.96038708823826,107.2713198416378
285.9096334438131,-57.09268595331842,135.10943636556
286.6802793560606,-60.42449953755556,120.3311083052302
287.4509252683081,-53.95759126835699,178.0934938079691
288.2215711805555,-56.38892638124368,87.00931788455546
288.992217092803,-50.54317615849087,3.471190955024769
289.7628630050505,-61.65551017135672,107.5370605662571
290.533508917298,-50.78577727491506,4.911824554331188
291.3041548295454,-66.01860400620252,125.5208826167413
292.0748007417929,-55.14689280501784,64.105325278092
292.8454466540404,-66.42222843757791,92.5056331987891
293.6160925662879,-53.79309983552746,83.89560581815654
294.3867384785353,-59.62412082135843,58.34539965047922
295.1573843907828,-57.01743378072683,138.8692819729455
295.9280303030303,-60.86201676097818,35.88216156113084
296.6986762152778,-57.07106253594814,138.4952055604987
297.4693221275252,-61.78840836726365,98.49438620647274
298.2399680397727,-57.2521344717191,54.20571795707666
299.0106139520202,-58.01178500051077,177.6319845921641
299.7812598642677,-56.49629426250836,67.11811224209296
300.5519057765151,-55.20009898307043,22.02069862298586
301.3225516887626,-61.29219086502402,71.1846395678634
302.0931976010101,-58.70885098420238,137.0557872804218
302.8638435132576,-59.90180043960676,108.4944646253437
303.634489425505,-56.71760703592099,76.0644439754745
304.4051353377525,-57.72470321651597,46.04697640411354
305.17578125,-65.33263476303163,123.0462234607422
305.9464271622475,-57.24041248121519,73.31120213412872
306.7170730744949,-57.10343438448991,142.0853078091672
307.4877189867424,-67.17884208042966,103.2471357832683
308.2583648989899,-62.60457345089871,88.6904327789433
309.0290108112374,-61.04932452705047,118.7730986676563
309.7996567234848,-59.97549988596964,59.84012297861866
310.5703026357323,-55.22508350916453,32.52336876164114
311.3409485479798,-85.69998412714108,63.43962336950927
312.1115944602273,-57.74412857772521,166.516179876308
312.8822403724747,-59.95595570843142,62.5041169026062
313.6528862847222,-61.70969876068347,152.9964329276227
314.4235321969697,-62.34679753708899,54.40843613520034
315.1941781092171,-68.6913134192103,123.6934426335699
315.9648240214646,-57.45224043652017,19.00938916562187
316.7354699337121,-62.96182655162163,137.2634724024075
317.5061158459596,-61.20157644167487,101.4417141085539
318.276761758207,-65.01387013087837,134.1319936744682
319.0474076704545,-55.17347563615126,28.14082005716545
319.818053582702,-58.78711781070241,119.5223005876989
320.5886994949495,-62.5667150743956,78.16802658794643
321.3593454071969,-55.35044920436589,24.32675123011221
322.1299913194444,-55.56537007640387,168.4827719107963
322.9006372316919,-55.88429142531925,13.0263171410934
323.6712831439394,-53.41747326191336,151.7776800139428
324.4419290561868,-60.49722235713912,118.2994022500991
325.2125749684343,-53.19317938531611,80.46146017690651
325.9832208806818,-52.15724392601903,179.8679985760305
326.7538667929293,-66.85986606050687,113.9381376317631
327.5245127051767,-61.85030386086594,84.66232446965577
328.2951586174242,-66.77447734297483,30.14462272639314
329.0658045296717,-54.44063791922358,135.6892704670105
329.8364504419192,-52.15760281585502,53.25431174866282
330.6070963541666,-63.82501123520397,157.4477792609558
331.3777422664141,-54.94638350751056,167.8857350962561
332.1483881786616,-56.31906021979177,19.32514627847148
332.9190340909091,-56.081745095461,122.8353887326848
333.6896800031565,-60.03655194292271,108.8696446602134
334.460325915404,-54.92044768633878,15.64981336501814
335.2309718276515,-60.25222448527682,147.3418916115321
336.001617739899,-58.59087449260836,56.60212760598877
336.7722636521464,-63.27475040351304,169.3681753317085
337.5429095643939,-52.65046952750902,12.4216908920823
338.3135554766414,-50.09688549113068,149.8905777675592
339.0842013888889,-50.23436647223829,42.23529753948126
339.8548473011363,-54.37614230072499,73.15184571750932
340.6254932133838,-59.90167971442161,60.43528211004705
341.3961391256313,-50.54420578674975,138.8596129256295
342.1667850378788,-61.25548016015231,101.7193289592355
342.9374309501262,-70.53048861542611,179.8695204361745
343.7080768623737,-64.74578532752645,154.2467119958058
344.4787227746212,-57.53036238481964,83.1735894501607
345.2493686868686,-56.59082309924797,130.963155640995
346.0200145991162,-52.44901052549531,94.7714653408663
346.7906605113636,-50.71845782969154,138.256660371605
347.5613064236111,-53.2026460208126,21.85514395658843
348.3319523358585,-51.69713871293615,92.77420375696443
349.1025982481061,-56.81131088612415,146.802871560875
349.8732441603535,-50.62962830421183,18.47780336267823
350.643890072601,-52.94028595133774,96.33237698979534
351.4145359848484,-50.95501125789756,99.01552343451571
352.185181897096,-51.7074687935737,50.21065270079669
352.9558278093434,-48.91046113960591,2.196430973980366
353.7264737215909,-60.56465804454795,31.95348890304779
354.4971196338383,-48.63865292444188,91.85301910471263
355.2677655460859,-52.80535306115003,162.6279069849209
356.0384114583333,-54.04918880203763,96.13691858228385
356.8090573705808,-60.56626947525622,154.4858208036312
357.5797032828282,-60.64778899717811,168.7981400279555
358.3503491950758,-59.37308311168982,0.8145533796540564
359.1209951073232,-68.96861515016796,10.98921913461264
359.8916410195707,-55.9227069338414,10.60359510534017
360.6622869318181,-58.96938359658158,136.0328191564116
361.4329328440656,-58.42191703719096,113.3803482117954
362.2035787563131,-63.79939145787955,141.052357343587
362.9742246685606,-59.89992661496652,31.95398349038491
363.7448705808081,-67.94499758753855,173.1839005935965
364.5155164930555,-52.01283339107475,151.0598688811909
365.286162405303,-54.12629712935179,21.8184131405966
366.0568083175505,-65.87708711437773,158.816795504528
366.827454229798,-57.57914221064638,165.1320829965634
367.5981001420454,-61.28810743573836,71.5748338494377
368.3687460542929,-64.69179061842894,4.863485752865019
369.1393919665404,-63.37411120383735,165.6944837090583
369.9100378787879,-77.77181523839026,58.02628821326391
370.6806837910353,-59.69641417758407,100.7081151738448
371.4513297032828,-59.60928274122572,175.3682687087209
372.2219756155303,-63.77542121651722,52.31989931834142
372.9926215277778,-74.42084243338191,95.66830719524893
373.7632674400252,-63.75791055562672,153.4265632265777
374.5339133522727,-75.6476368961162,149.3393368531794
375.3045592645202,-64.10649351957893,45.0274862592781
376.0752051767677,-63.48329851354912,154.7861894324178
376.8458510890151,-67.79818265401391,84.22555281899437
377.6164970012626,-66.23643871388445,63.31630964728432
378.3871429135101,-64.2886667265858,46.34595133133699
379.1577888257576,-74.6793268047624,40.36409204703696
379.928434738005,-65.07322511875414,115.805427561135
380.6990806502525,-64.40946410222108,75.14093124415169
381.4697265625,-62.95796958960568,1.606810337416149
382.2403724747475,-61.07184112876668,96.45583782485008
383.0110183869949,-68.18528575437931,82.52509900832386
383.7816642992424,-62.39228446142619,30.59210611245262
384.5523102114899,-71.36083381422691,126.6800916283775
385.3229561237374,-84.1551300957933,174.297411566041
386.0936020359848,-72.04281657019362,25.39192391984425
386.8642479482323,-72.84940185733545,163.3759215541361
387.6348938604798,-62.97983670656579,36.69624481739023
388.4055397727273,-71.86038056531564,4.167518773547974
389.1761856849747,-79.77005206322117,154.5472997878834
389.9468315972222,-65.77375916725563,17.39874204876437
390.7174775094697,-63.79645433509797,91.07736418495706
391.4881234217171,-62.35979769268199,103.3482432876212
392.2587693339646,-73.58606589823411,98.6626214379269
393.0294152462121,-63.92918137307171,30.11986766692548
393.8000611584596,-70.97368080524114,16.74116178194841
394.570707070707,-75.15809662729257,101.6696823420124
395.3413529829545,-66.33111442657294,16.80930552162437
396.111998895202,-73.60026722516449,155.3941801682342
396.8826448074495,-69.99180238514704,78.34102910881779
397.6532907196969,-68.66121118635692,71.68412355231168
398.4239366319444,-67.4277680300566,154.6753758648601
399.1945825441919,-63.72228887561343,170.7228278757457
399.9652284564394,-65.16679674069294,49.95678471566168
400.7358743686868,-69.21996785316075,74.28533383297375
401.5065202809343,-69.31595237192207,1.451996416504314
402.2771661931818,-65.85813248899937,65.9978007255724
403.0478121054293,-76.41144633862397,104.5862608219113
403.8184580176767,-70.38735538977994,20.60909655011223
404.5891039299242,-72.30041450966924,25.1151696576196
405.3597498421717,-77.09116412786426,24.49215777048457
406.1303957544192,-72.00153402146798,1.381400042080524
406.9010416666666,-65.69327608443093,67.63344187377099
407.6716875789141,-77.58466656847277,175.4556260605617
408.4423334911616,-69.6025805527715,0.07837012920040339
409.2129794034091,-65.74561949965164,10.31876093630276
409.9836253156565,-63.98490642148599,121.4577869092537
